measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
168,0.0087890625,-0.058654785,0.11553955,4.3969464,-10.992367,1.3587786,4
169,0.009460449,-0.05908203,0.10394287,3.2748091,-7.9770994,-4.557252,5
170,0.013244629,-0.06213379,0.10852051,7.40458,-13.106871,-6.3206105,5
171,0.014282227,-0.055480957,0.10461426,13.656488,-8.038168,-4.9465647,5
172,0.015380859,-0.055236816,0.105041504,14.9007635,-1.29771,0.3053435,5
173,0.012634277,-0.054626465,0.11199951,18.854961,-3.4351146,-3.5877862,5
174,0.011474609,-0.046203613,0.113464355,11.4198475,-2.4580152,-4.4732823,5
175,0.016113281,-0.044067383,0.11010742,-1.389313,2.7480917,-1.2442749,5
176,0.012451172,-0.059326172,0.10430908,-5.9541984,4.854962,1.3358779,5
177,0.012329102,-0.05609131,0.111083984,1.0152671,1.4274809,-6.0305343,5
178,0.013427734,-0.055419922,0.10925293,14.80916,3.5801528,-1.3053435,5
179,0.011352539,-0.047912598,0.11218262,12.717557,2.0076337,7.2366414,5
180,0.009460449,-0.05419922,0.10583496,9.053435,-2.1603053,12.648855,5
181,0.010437012,-0.06384277,0.107788086,14.984733,-3.3587787,7.9847326,5
182,0.010803223,-0.052001953,0.117614746,29.664122,1.1908396,1.1984733,5
183,0.011291504,-0.03918457,0.10858154,31.961832,3.832061,-2.572519,5
184,0.0095825195,-0.035705566,0.11431885,14.59542,2.9694657,-5.2442746,5
185,0.006958008,-0.049743652,0.10888672,13.549619,-0.053435113,-2.3587787,5
186,0.0119018555,-0.04272461,0.11114502,16.717558,-1.6870229,-9.732824,5
187,0.011352539,-0.03894043,0.11315918,14.793893,-3.6183207,-8.717557,5
188,0.009765625,-0.03894043,0.11907959,17.175573,-1.6183206,2.70229,5
189,0.011230469,-0.04309082,0.11126709,-0.46564886,-8.885496,5.328244,5
190,0.010253906,-0.05114746,0.11407471,14.557252,-8.480916,4.8320613,5
191,0.0119018555,-0.024353027,0.11193848,16.389313,-10.80916,0.4427481,5
192,0.008544922,-0.030761719,0.115112305,-11.320611,-9.091603,8.938931,5
193,0.010070801,-0.03967285,0.11431885,-22.694656,-7.8015265,1.480916,5
194,0.010681152,-0.043884277,0.110961914,-19.587786,-5.89313,2.351145,5
195,0.011657715,-0.03918457,0.11407471,-27.694656,-4.7328243,-1.6793894,5
196,0.014343262,-0.047424316,0.11431885,-20.717558,-1.3740458,3.610687,5
197,0.028381348,-0.044128418,0.111083984,-7.2519083,-5.3206105,0.5648855,5
198,0.010864258,-0.04095459,0.10614014,2.4580152,-5.885496,1.9389313,5
199,0.013305664,-0.039245605,0.11639404,3.465649,-5.931298,-0.114503816,5
200,0.0178833,-0.037109375,0.10571289,1.2061069,-4.6870227,4.5801525,5
201,0.02709961,-0.04498291,0.11114502,3.6412213,-4.931298,0.7480916,5
202,0.020751953,-0.02935791,0.111328125,1.1526718,-2.0839694,0.90076333,5
203,0.011962891,-0.034851074,0.11413574,-14.328244,0.8778626,1.4198474,5
204,0.027282715,-0.04272461,0.106933594,-22.610687,1.3969465,2.8015268,5
205,0.02368164,-0.049682617,0.114868164,-15.229008,-2.8778627,1.5572519,5
206,0.018005371,-0.03930664,0.11010742,-8.427481,-2.7251909,-1.3129771,5
207,0.019897461,-0.020935059,0.117492676,-16.38168,-0.35877863,-0.8778626,5
208,0.021911621,-0.066101074,0.105529785,-16.19084,-2.40458,4.6106873,5
209,0.02154541,-0.037109375,0.105895996,3.167939,-3.1755726,-11.244275,5
210,0.015380859,-0.028076172,0.109375,-1.7633588,-0.10687023,1.221374,5
211,0.032165527,-0.039489746,0.11218262,-6.80916,0.86259544,-3.6793892,5
212,0.02142334,-0.043518066,0.110839844,-3.9541984,-1.8091604,3.1374047,5
213,0.0075683594,-0.046325684,0.11016846,-2,-3.206107,3.2671757,5
214,0.024780273,-0.04626465,0.10760498,7.1374044,-2.946565,3.335878,5
215,0.02130127,-0.042053223,0.10620117,-3.870229,3.221374,11.633588,5
216,0.014160156,-0.046325684,0.112854004,-0.99236643,3.0992367,5.816794,5
217,0.012573242,-0.039733887,0.109680176,-2.3740458,0.65648854,5.2137403,5
218,0.019470215,-0.03942871,0.111816406,-8.236641,0.17557251,5.885496,5
219,0.01763916,-0.053344727,0.109069824,-10.229008,7.6412215,7.145038,5
220,0.012145996,-0.053771973,0.11431885,10.267176,-7.7557254,1.5801526,5
221,0.021606445,-0.034484863,0.112976074,13.175572,-6.442748,-3.9923663,5
222,0.01739502,-0.05444336,0.11114502,11.488549,-15.648855,-8.167939,5
223,0.013183594,-0.043029785,0.11242676,17.847328,-15.61832,-10.290076,5
224,0.019470215,-0.03112793,0.11450195,10.015267,-14.564885,-4.9007635,5
225,0.012145996,-0.034362793,0.11199951,1.2900764,-12.068703,-4.3206105,5
226,0.03125,-0.044433594,0.10571289,-4.5267177,-2.221374,5.8015265,5
227,0.029663086,-0.057495117,0.11260986,15.297709,-1.4732825,14.396947,5
228,0.022033691,-0.037902832,0.113464355,29.51145,-2.1068702,3.8244274,5
229,0.021606445,-0.023498535,0.11279297,21.198473,5.816794,14.847328,5
230,0.02520752,-0.03289795,0.11627197,-4.778626,8.59542,16.946566,5
231,0.02520752,-0.03161621,0.1171875,-16.015266,10.664123,14.267176,5
232,0.015014648,-0.057556152,0.11206055,-9.931297,-1.8015267,10.732824,5
233,0.013427734,-0.0491333,0.105773926,8.78626,-9.045801,0.45038167,5
234,0.015014648,-0.03161621,0.111572266,5.587786,-7.816794,-3.351145,5
235,0.009094238,-0.03942871,0.11230469,-8.305344,-8.717557,-6.7862597,5
236,0.021850586,-0.046936035,0.11291504,0.045801528,-10.19084,-8.152672,5
237,0.021850586,-0.03881836,0.11798096,9.030535,-7.8244276,-15.4198475,5
238,0.027526855,-0.032226562,0.113220215,0.2519084,-9.2595415,-6.7862597,5
239,0.018554688,-0.03289795,0.111694336,-4.2519083,-5.4274807,-6.8396945,5
240,0.016357422,-0.038146973,0.11236572,-10.755725,2.5877862,-3.206107,5
241,0.026611328,-0.037475586,0.11212158,-16.580153,2.5419848,-1.6641221,5
242,0.016723633,-0.043823242,0.11102295,-12.526717,2.1984732,-3,5
243,0.016662598,-0.04510498,0.109191895,-9.480916,1.0687023,-2.0152671,5
244,0.00982666,-0.048461914,0.11016846,0.35877863,1.0610687,-2.557252,5
245,0.020019531,-0.04248047,0.11218262,6.0458016,2.8015268,-4.374046,5
246,0.01953125,-0.043395996,0.11279297,4.7633586,6.038168,-0.66412216,5
247,0.015319824,-0.04510498,0.113342285,3.7251909,4.587786,-4.221374,5
248,0.01184082,-0.047729492,0.1126709,12.954199,5.19084,-6.7251906,5
249,0.018798828,-0.038024902,0.10992432,22.076336,4.633588,-8.946565,5
250,0.016113281,-0.041259766,0.115478516,28.709923,4.0152674,-5.519084,5
251,0.010131836,-0.03894043,0.11425781,25.633587,1.2519084,-5.923664,5
252,0.01361084,-0.027832031,0.117614746,28.114504,-0.35114503,-5.076336,5
253,0.009521484,-0.024414062,0.111694336,13.251908,-0.15267175,-2.8778627,5
254,0.016601562,-0.024230957,0.11590576,0.4351145,-5,3.610687,5
255,0.006591797,-0.035095215,0.115600586,9.114504,-3.2290077,2.2290077,5
256,0.011291504,-0.016845703,0.120910645,-6.8015265,-7.076336,-0.3816794,5
257,0.010986328,-0.03955078,0.11627197,-13.755725,-10.656488,11.458015,5
258,0.012756348,-0.032165527,0.111694336,-11.2213745,-6.9923663,0.7633588,5
259,0.013793945,-0.034973145,0.11364746,-9.931297,-5.6946564,4.1374044,5
260,0.01763916,-0.033081055,0.11651611,-12.40458,-5.3435116,2.1221373,5
261,0.013671875,-0.04083252,0.11328125,-7.885496,0.022900764,1.9770992,5
262,0.019714355,-0.038757324,0.11706543,-2.2290077,1.1068702,-0.7251908,5
263,0.01171875,-0.038208008,0.114868164,2.129771,0.26717559,1.2671756,5
264,0.01159668,-0.032043457,0.11230469,-4.1679387,0.5648855,0.8167939,5
